,Comment,Class,Comment2,Comment3,Comment4
405,hey guys small youtuber upload videos nearly every single day hope like shikas please give 2 mins life view channel new video watch anime free pretty sure wont regret visiting channel thank,1,"['hey', 'guys', 'small', 'youtuber', 'upload', 'videos', 'nearly', 'every', 'single', 'day', 'hope', 'like', 'shikas', 'please', 'give', '2', 'mins', 'life', 'view', 'channel', 'new', 'video', 'watch', 'anime', 'free', 'pretty', 'sure', 'wont', 'regret', 'visiting', 'channel', 'thank']","['hey', 'guy', 'small', 'youtub', 'upload', 'video', 'nearli', 'everi', 'singl', 'day', 'hope', 'like', 'shika', 'pleas', 'give', '2', 'min', 'life', 'view', 'channel', 'new', 'video', 'watch', 'anim', 'free', 'pretti', 'sure', 'wont', 'regret', 'visit', 'channel', 'thank']",hey guy small youtub upload video nearli everi singl day hope like shika pleas give 2 min life view channel new video watch anim free pretti sure wont regret visit channel thank
406,song really fun,0,"['song', 'really', 'fun']","['song', 'realli', 'fun']",song realli fun
407,ehi guys subscribe channel new youtuber play minecraft thanks guys subscribe,1,"['ehi', 'guys', 'subscribe', 'channel', 'new', 'youtuber', 'play', 'minecraft', 'thanks', 'guys', 'subscribe']","['ehi', 'guy', 'subscrib', 'channel', 'new', 'youtub', 'play', 'minecraft', 'thank', 'guy', 'subscrib']",ehi guy subscrib channel new youtub play minecraft thank guy subscrib
408,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
409,subscribe channel,1,"['subscribe', 'channel']","['subscrib', 'channel']",subscrib channel
410,check video youtube facebook lhudygirlamaya,1,"['check', 'video', 'youtube', 'facebook', 'lhudygirlamaya']","['check', 'video', 'youtub', 'facebook', 'lhudygirlamaya']",check video youtub facebook lhudygirlamaya
411,hi beaties made new channel please go check subscribe enjoy,1,"['hi', 'beaties', 'made', 'new', 'channel', 'please', 'go', 'check', 'subscribe', 'enjoy']","['hi', 'beati', 'made', 'new', 'channel', 'pleas', 'go', 'check', 'subscrib', 'enjoy']",hi beati made new channel pleas go check subscrib enjoy
412,cover u want check thank u michael age 8,1,"['cover', 'u', 'want', 'check', 'thank', 'u', 'michael', 'age', '8']","['cover', 'u', 'want', 'check', 'thank', 'u', 'michael', 'age', '8']",cover u want check thank u michael age 8
413,top 10 youtube top views 9 miley cyrus http www google ro url sa amp rct j amp q amp esrc amp source web amp cd 1 amp ved 0cb8qfjaa amp url http 3a 2f 2fen wikipedia org 2fwiki 2flist viewed youtube videos amp ei oq3yu9dwc8l4yqoyo4goaw amp usg afqjcngkm idplal6kuvkoekvgdtt2jvlq amp sig2 onqzzad3q3cmnbe9nml4ga amp bvm bv 73231344 bgq amp cad rja,1,"['top', '10', 'youtube', 'top', 'views', '9', 'miley', 'cyrus', 'http', 'www', 'google', 'ro', 'url', 'sa', 'amp', 'rct', 'j', 'amp', 'q', 'amp', 'esrc', 'amp', 'source', 'web', 'amp', 'cd', '1', 'amp', 'ved', '0cb8qfjaa', 'amp', 'url', 'http', '3a', '2f', '2fen', 'wikipedia', 'org', '2fwiki', '2flist', 'viewed', 'youtube', 'videos', 'amp', 'ei', 'oq3yu9dwc8l4yqoyo4goaw', 'amp', 'usg', 'afqjcngkm', 'idplal6kuvkoekvgdtt2jvlq', 'amp', 'sig2', 'onqzzad3q3cmnbe9nml4ga', 'amp', 'bvm', 'bv', '73231344', 'bgq', 'amp', 'cad', 'rja']","['top', '10', 'youtub', 'top', 'view', '9', 'miley', 'cyru', 'http', 'www', 'googl', 'ro', 'url', 'sa', 'amp', 'rct', 'j', 'amp', 'q', 'amp', 'esrc', 'amp', 'sourc', 'web', 'amp', 'cd', '1', 'amp', 'ved', '0cb8qfjaa', 'amp', 'url', 'http', '3a', '2f', '2fen', 'wikipedia', 'org', '2fwiki', '2flist', 'view', 'youtub', 'video', 'amp', 'ei', 'oq3yu9dwc8l4yqoyo4goaw', 'amp', 'usg', 'afqjcngkm', 'idplal6kuvkoekvgdtt2jvlq', 'amp', 'sig2', 'onqzzad3q3cmnbe9nml4ga', 'amp', 'bvm', 'bv', '73231344', 'bgq', 'amp', 'cad', 'rja']",top 10 youtub top view 9 miley cyru http www googl ro url sa amp rct j amp q amp esrc amp sourc web amp cd 1 amp ved 0cb8qfjaa amp url http 3a 2f 2fen wikipedia org 2fwiki 2flist view youtub video amp ei oq3yu9dwc8l4yqoyo4goaw amp usg afqjcngkm idplal6kuvkoekvgdtt2jvlq amp sig2 onqzzad3q3cmnbe9nml4ga amp bvm bv 73231344 bgq amp cad rja
414,getting old,0,"['getting', 'old']","['get', 'old']",get old
415,thumbs think 1 billion views,0,"['thumbs', 'think', '1', 'billion', 'views']","['thumb', 'think', '1', 'billion', 'view']",thumb think 1 billion view
416,fuck best ever 0687119038 nummber patrik kluivert son share,1,"['fuck', 'best', 'ever', '0687119038', 'nummber', 'patrik', 'kluivert', 'son', 'share']","['fuck', 'best', 'ever', '0687119038', 'nummber', 'patrik', 'kluivert', 'son', 'share']",fuck best ever 0687119038 nummber patrik kluivert son share
417,1000000000 views,0,"['1000000000', 'views']","['1000000000', 'view']",1000000000 view
418,hey subscribe peace world,1,"['hey', 'subscribe', 'peace', 'world']","['hey', 'subscrib', 'peac', 'world']",hey subscrib peac world
419,http 9gag com gag aavpwj9,1,"['http', '9gag', 'com', 'gag', 'aavpwj9']","['http', '9gag', 'com', 'gag', 'aavpwj9']",http 9gag com gag aavpwj9
420,love shakiria,0,"['love', 'shakiria']","['love', 'shakiria']",love shakiria
421,video 2 127 322 484 views 7 million people earth,0,"['video', '2', '127', '322', '484', 'views', '7', 'million', 'people', 'earth']","['video', '2', '127', '322', '484', 'view', '7', 'million', 'peopl', 'earth']",video 2 127 322 484 view 7 million peopl earth
422,sub channel,1,"['sub', 'channel']","['sub', 'channel']",sub channel
423,hello kind new youtube soon soon going making launchpad video would really appreciate got subs started people spot easily dont really care hate comments dont bother,1,"['hello', 'kind', 'new', 'youtube', 'soon', 'soon', 'going', 'making', 'launchpad', 'video', 'would', 'really', 'appreciate', 'got', 'subs', 'started', 'people', 'spot', 'easily', 'dont', 'really', 'care', 'hate', 'comments', 'dont', 'bother']","['hello', 'kind', 'new', 'youtub', 'soon', 'soon', 'go', 'make', 'launchpad', 'video', 'would', 'realli', 'appreci', 'got', 'sub', 'start', 'peopl', 'spot', 'easili', 'dont', 'realli', 'care', 'hate', 'comment', 'dont', 'bother']",hello kind new youtub soon soon go make launchpad video would realli appreci got sub start peopl spot easili dont realli care hate comment dont bother
424,sup gus video people loves party rock thanks watching please subscribe,1,"['sup', 'gus', 'video', 'people', 'loves', 'party', 'rock', 'thanks', 'watching', 'please', 'subscribe']","['sup', 'gu', 'video', 'peopl', 'love', 'parti', 'rock', 'thank', 'watch', 'pleas', 'subscrib']",sup gu video peopl love parti rock thank watch pleas subscrib
425,love,0,['love'],['love'],love
426,great music anyway,0,"['great', 'music', 'anyway']","['great', 'music', 'anyway']",great music anyway
427,people say song old point listening suck stfu enjoy music mom old still listen right,0,"['people', 'say', 'song', 'old', 'point', 'listening', 'suck', 'stfu', 'enjoy', 'music', 'mom', 'old', 'still', 'listen', 'right']","['peopl', 'say', 'song', 'old', 'point', 'listen', 'suck', 'stfu', 'enjoy', 'music', 'mom', 'old', 'still', 'listen', 'right']",peopl say song old point listen suck stfu enjoy music mom old still listen right
428,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
429,song nice,0,"['song', 'nice']","['song', 'nice']",song nice
430,pleas subscribe ps4 games video br br som tips contact kik skype br br kik pander26 br skype sander nicolaysen2 br br pleas subscribe kashoo gaming,1,"['pleas', 'subscribe', 'ps4', 'games', 'video', 'br', 'br', 'som', 'tips', 'contact', 'kik', 'skype', 'br', 'br', 'kik', 'pander26', 'br', 'skype', 'sander', 'nicolaysen2', 'br', 'br', 'pleas', 'subscribe', 'kashoo', 'gaming']","['plea', 'subscrib', 'ps4', 'game', 'video', 'br', 'br', 'som', 'tip', 'contact', 'kik', 'skype', 'br', 'br', 'kik', 'pander26', 'br', 'skype', 'sander', 'nicolaysen2', 'br', 'br', 'plea', 'subscrib', 'kashoo', 'game']",plea subscrib ps4 game video br br som tip contact kik skype br br kik pander26 br skype sander nicolaysen2 br br plea subscrib kashoo game
431,wierd funny,0,"['wierd', 'funny']","['wierd', 'funni']",wierd funni
432,katy perry garbage rihanna best singer world,0,"['katy', 'perry', 'garbage', 'rihanna', 'best', 'singer', 'world']","['kati', 'perri', 'garbag', 'rihanna', 'best', 'singer', 'world']",kati perri garbag rihanna best singer world
433,check music videos please subscribe fuego u la la remix hyperurl co k6a5xt,1,"['check', 'music', 'videos', 'please', 'subscribe', 'fuego', 'u', 'la', 'la', 'remix', 'hyperurl', 'co', 'k6a5xt']","['check', 'music', 'video', 'pleas', 'subscrib', 'fuego', 'u', 'la', 'la', 'remix', 'hyperurl', 'co', 'k6a5xt']",check music video pleas subscrib fuego u la la remix hyperurl co k6a5xt
434,cool video lmfaovevo check shuffling videos channel get chance 39 much appreciated cheers rel nofollow class ot hashtag href https plus google com 23everydayimvaping everydayimvaping,1,"['cool', 'video', 'lmfaovevo', 'check', 'shuffling', 'videos', 'channel', 'get', 'chance', '39', 'much', 'appreciated', 'cheers', 'rel', 'nofollow', 'class', 'ot', 'hashtag', 'href', 'https', 'plus', 'google', 'com', '23everydayimvaping', 'everydayimvaping']","['cool', 'video', 'lmfaovevo', 'check', 'shuffl', 'video', 'channel', 'get', 'chanc', '39', 'much', 'appreci', 'cheer', 'rel', 'nofollow', 'class', 'ot', 'hashtag', 'href', 'http', 'plu', 'googl', 'com', '23everydayimvap', 'everydayimvap']",cool video lmfaovevo check shuffl video channel get chanc 39 much appreci cheer rel nofollow class ot hashtag href http plu googl com 23everydayimvap everydayimvap
435,love song much,0,"['love', 'song', 'much']","['love', 'song', 'much']",love song much
436,visit channel,1,"['visit', 'channel']","['visit', 'channel']",visit channel
437,please give us chance check new music video channel disappointed,1,"['please', 'give', 'us', 'chance', 'check', 'new', 'music', 'video', 'channel', 'disappointed']","['pleas', 'give', 'us', 'chanc', 'check', 'new', 'music', 'video', 'channel', 'disappoint']",pleas give us chanc check new music video channel disappoint
438,shitty chinese government block youtube close 3 billion views right,0,"['shitty', 'chinese', 'government', 'block', 'youtube', 'close', '3', 'billion', 'views', 'right']","['shitti', 'chines', 'govern', 'block', 'youtub', 'close', '3', 'billion', 'view', 'right']",shitti chines govern block youtub close 3 billion view right
439,beautiful bella diagnosed wobbler syndrome way could afford mri surgery dog special member family without surgery fear lose please help http www gofundme com f7ekgw,1,"['beautiful', 'bella', 'diagnosed', 'wobbler', 'syndrome', 'way', 'could', 'afford', 'mri', 'surgery', 'dog', 'special', 'member', 'family', 'without', 'surgery', 'fear', 'lose', 'please', 'help', 'http', 'www', 'gofundme', 'com', 'f7ekgw']","['beauti', 'bella', 'diagnos', 'wobbler', 'syndrom', 'way', 'could', 'afford', 'mri', 'surgeri', 'dog', 'special', 'member', 'famili', 'without', 'surgeri', 'fear', 'lose', 'pleas', 'help', 'http', 'www', 'gofundm', 'com', 'f7ekgw']",beauti bella diagnos wobbler syndrom way could afford mri surgeri dog special member famili without surgeri fear lose pleas help http www gofundm com f7ekgw
440,hate eminem nirvana trust,0,"['hate', 'eminem', 'nirvana', 'trust']","['hate', 'eminem', 'nirvana', 'trust']",hate eminem nirvana trust
441,cool,0,['cool'],['cool'],cool
442,like,0,['like'],['like'],like
443,check video youtube lo,1,"['check', 'video', 'youtube', 'lo']","['check', 'video', 'youtub', 'lo']",check video youtub lo
444,miss song,0,"['miss', 'song']","['miss', 'song']",miss song
445,viewed youtube video time,0,"['viewed', 'youtube', 'video', 'time']","['view', 'youtub', 'video', 'time']",view youtub video time
446,http minhateca com br mauro sp2013 filmes series desenhos animes mp3 etc,1,"['http', 'minhateca', 'com', 'br', 'mauro', 'sp2013', 'filmes', 'series', 'desenhos', 'animes', 'mp3', 'etc']","['http', 'minhateca', 'com', 'br', 'mauro', 'sp2013', 'film', 'seri', 'desenho', 'anim', 'mp3', 'etc']",http minhateca com br mauro sp2013 film seri desenho anim mp3 etc
447,nowplaying weekendmix track 04 katy perry roar dj denis shmelev amp dj alex serov remix http youtu cevxzvsjlk8 listen live www smartfm nl livestream html,1,"['nowplaying', 'weekendmix', 'track', '04', 'katy', 'perry', 'roar', 'dj', 'denis', 'shmelev', 'amp', 'dj', 'alex', 'serov', 'remix', 'http', 'youtu', 'cevxzvsjlk8', 'listen', 'live', 'www', 'smartfm', 'nl', 'livestream', 'html']","['nowplay', 'weekendmix', 'track', '04', 'kati', 'perri', 'roar', 'dj', 'deni', 'shmelev', 'amp', 'dj', 'alex', 'serov', 'remix', 'http', 'youtu', 'cevxzvsjlk8', 'listen', 'live', 'www', 'smartfm', 'nl', 'livestream', 'html']",nowplay weekendmix track 04 kati perri roar dj deni shmelev amp dj alex serov remix http youtu cevxzvsjlk8 listen live www smartfm nl livestream html
448,best song go shaki,0,"['best', 'song', 'go', 'shaki']","['best', 'song', 'go', 'shaki']",best song go shaki
449,superr,0,['superr'],['superr'],superr
450,good video,0,"['good', 'video']","['good', 'video']",good video
451,many memories,0,"['many', 'memories']","['mani', 'memori']",mani memori
452,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
453,cool,0,['cool'],['cool'],cool
454,http www avaaz org po petition youtube corporation fox broadcasting company anular os strikes canal nostalgia cxpzpgb,1,"['http', 'www', 'avaaz', 'org', 'po', 'petition', 'youtube', 'corporation', 'fox', 'broadcasting', 'company', 'anular', 'os', 'strikes', 'canal', 'nostalgia', 'cxpzpgb']","['http', 'www', 'avaaz', 'org', 'po', 'petit', 'youtub', 'corpor', 'fox', 'broadcast', 'compani', 'anular', 'os', 'strike', 'canal', 'nostalgia', 'cxpzpgb']",http www avaaz org po petit youtub corpor fox broadcast compani anular os strike canal nostalgia cxpzpgb
455,omg first video youtube hit 1 billion views like comment agree,1,"['omg', 'first', 'video', 'youtube', 'hit', '1', 'billion', 'views', 'like', 'comment', 'agree']","['omg', 'first', 'video', 'youtub', 'hit', '1', 'billion', 'view', 'like', 'comment', 'agre']",omg first video youtub hit 1 billion view like comment agre
456,check video youtube,1,"['check', 'video', 'youtube']","['check', 'video', 'youtub']",check video youtub
457,,0,[],[],
458,dang dat little kid gat moves,0,"['dang', 'dat', 'little', 'kid', 'gat', 'moves']","['dang', 'dat', 'littl', 'kid', 'gat', 'move']",dang dat littl kid gat move
459,looks like megan fox xd,0,"['looks', 'like', 'megan', 'fox', 'xd']","['look', 'like', 'megan', 'fox', 'xd']",look like megan fox xd
460,remove video wank,0,"['remove', 'video', 'wank']","['remov', 'video', 'wank']",remov video wank
461,saying,0,['saying'],['say'],say
462,fave song,0,"['fave', 'song']","['fave', 'song']",fave song
463,best song ever,0,"['best', 'song', 'ever']","['best', 'song', 'ever']",best song ever
464,love song empowering every woman gonna hear roar,0,"['love', 'song', 'empowering', 'every', 'woman', 'gon', 'na', 'hear', 'roar']","['love', 'song', 'empow', 'everi', 'woman', 'gon', 'na', 'hear', 'roar']",love song empow everi woman gon na hear roar
465,nicei,0,['nicei'],['nicei'],nicei
466,hi loving,0,"['hi', 'loving']","['hi', 'love']",hi love
467,beautiful song,0,"['beautiful', 'song']","['beauti', 'song']",beauti song
468,every collaboration know number 1,0,"['every', 'collaboration', 'know', 'number', '1']","['everi', 'collabor', 'know', 'number', '1']",everi collabor know number 1
469,guy yellow suit kinda looks like jae suk,0,"['guy', 'yellow', 'suit', 'kinda', 'looks', 'like', 'jae', 'suk']","['guy', 'yellow', 'suit', 'kinda', 'look', 'like', 'jae', 'suk']",guy yellow suit kinda look like jae suk
470,check playlist youtube,1,"['check', 'playlist', 'youtube']","['check', 'playlist', 'youtub']",check playlist youtub
471,come subscribe,1,"['come', 'subscribe']","['come', 'subscrib']",come subscrib
472,since katy perry youtube channel,0,"['since', 'katy', 'perry', 'youtube', 'channel']","['sinc', 'kati', 'perri', 'youtub', 'channel']",sinc kati perri youtub channel
473,love katy fashions tiger care visit blog sinar jahitan also tiger collections tqvm,1,"['love', 'katy', 'fashions', 'tiger', 'care', 'visit', 'blog', 'sinar', 'jahitan', 'also', 'tiger', 'collections', 'tqvm']","['love', 'kati', 'fashion', 'tiger', 'care', 'visit', 'blog', 'sinar', 'jahitan', 'also', 'tiger', 'collect', 'tqvm']",love kati fashion tiger care visit blog sinar jahitan also tiger collect tqvm
474,tried new social network tsu new social network special thing share posts well fb twitter even get paid registr https www tsu co worldwide life,1,"['tried', 'new', 'social', 'network', 'tsu', 'new', 'social', 'network', 'special', 'thing', 'share', 'posts', 'well', 'fb', 'twitter', 'even', 'get', 'paid', 'registr', 'https', 'www', 'tsu', 'co', 'worldwide', 'life']","['tri', 'new', 'social', 'network', 'tsu', 'new', 'social', 'network', 'special', 'thing', 'share', 'post', 'well', 'fb', 'twitter', 'even', 'get', 'paid', 'registr', 'http', 'www', 'tsu', 'co', 'worldwid', 'life']",tri new social network tsu new social network special thing share post well fb twitter even get paid registr http www tsu co worldwid life
